product_id,product_category,sales,price,VAP,pet_size,pet_type,re_buy
4982,1,207,9258,0,0,0,0
4560,4,29,18858,1,2,3,1
4262,5,90,19069,1,0,3,1
4383,5,189,15440,0,3,1,0
4591,3,167,4121,1,4,1,1
4847,1,116,8397,0,3,1,1
4690,3,36,9927,1,2,3,0
4320,2,5,7270,1,2,3,0
4781,1,172,8367,1,3,1,0
4878,0,9,3093,0,0,3,0
4304,3,177,3700,0,1,3,1
4706,3,17,1111,1,0,3,0
4764,2,135,12127,0,0,3,1
4862,1,134,19208,1,0,3,1
4378,0,54,11708,0,3,3,1
4631,0,54,14841,1,4,1,1
5024,1,218,13716,1,0,0,1
4402,1,19,940,0,0,3,0
4263,4,184,16025,1,3,1,1
4345,0,93,3168,0,2,1,0
4867,2,215,16749,1,3,1,0
4996,2,209,17315,0,0,0,0
4584,2,154,14094,0,1,3,1
4780,2,67,10792,1,0,3,1
4917,0,74,4370,1,3,1,0
4642,0,36,10624,0,0,3,1
4424,1,87,16005,1,1,3,0
4403,3,207,16996,1,3,1,1
4196,5,121,5885,0,4,3,1
4381,3,26,7596,1,4,1,1
4734,2,14,17652,1,0,3,1
4978,2,102,8761,1,0,0,0
4386,2,197,16698,0,4,3,0
4643,0,26,18934,0,3,1,0
4344,4,33,9314,1,1,3,0
4505,4,109,691,1,2,1,0
4956,0,173,945,0,0,3,0
4876,2,92,15507,0,0,3,0
4467,0,169,18241,1,0,1,0
5041,2,179,18831,1,3,4,1
4816,2,189,5454,0,0,3,1
4736,3,131,12014,1,0,3,1
4920,0,89,966,0,0,3,0
4666,1,41,4501,1,4,3,0
4186,4,144,6857,0,4,5,1
4352,2,192,3423,0,0,3,0
4973,1,196,9251,1,3,4,0
4912,2,177,11837,0,0,3,0
4957,2,35,9416,1,3,1,0
4925,1,189,2328,0,3,1,0
4425,3,105,10750,0,2,1,1
4440,2,81,5395,1,2,3,0
4948,2,221,7250,1,0,3,0
4739,3,75,2128,0,3,1,0
4297,2,80,13904,0,0,2,0
4430,2,229,5108,0,2,3,1
4901,1,46,9045,1,3,1,0
4701,2,14,10841,1,4,1,1
4250,3,68,10011,1,2,3,1
4205,3,156,927,0,2,0,0
4747,3,102,7353,0,3,1,1
4487,4,38,18307,0,0,1,0
4579,3,205,14641,1,1,1,0
4397,2,201,12011,1,0,1,0
5013,0,223,14732,0,3,4,0
4699,3,173,7851,0,1,1,0
4695,2,173,17587,1,2,1,1
4569,3,190,11488,1,1,1,0
4311,4,180,10820,0,4,1,1
4536,3,140,5955,1,4,3,0
4388,4,189,12426,0,3,3,0
4455,0,198,18370,0,2,1,0
4924,2,121,8747,0,0,3,0
4404,3,57,6361,0,1,3,1
4564,4,195,5194,0,1,3,1
4552,0,29,15367,0,0,3,1
4749,2,229,14781,1,3,1,1
4325,1,79,9923,0,2,1,0
4625,5,185,11556,0,2,1,1
4294,3,43,1123,0,1,5,0
4265,2,99,15667,0,2,0,0
4808,1,118,17661,0,0,3,1
4641,4,47,7700,0,4,1,0
4554,0,107,8058,0,1,3,0
4776,0,170,18115,0,0,3,1
4909,2,210,16349,1,3,1,0
4267,4,69,6153,0,0,2,0
4997,1,220,13568,0,3,4,0
4853,1,136,13097,0,3,1,1
4495,2,159,2771,1,2,1,0
4407,2,177,10275,0,0,1,1
4234,4,19,2327,1,1,5,1
4989,0,126,18013,0,3,4,0
4291,0,72,3004,1,4,2,0
4733,3,82,4948,0,3,1,0
4927,2,114,4699,1,3,1,0
4949,1,217,791,1,3,1,0
4343,0,212,9988,1,3,1,1
4999,2,27,11302,1,3,4,0
4243,2,76,13390,0,3,2,0
4783,2,162,17240,1,3,1,1
4664,0,34,15319,1,1,3,1
4850,1,54,13219,0,0,3,1
